Cancer	Gene	cnv	N.cells.with.cnv
BRCA	RIMKLB	Loss	3209
BRCA	PHC1	Gain	1661
BRCA	M6PR	Gain	15323
BRCA	M6PR	Loss	2563
BRCA	A2M	Gain	10488
BRCA	A2M	Loss	6362
BRCA	CLEC2D	Gain	15323
BRCA	CLEC2D	Loss	6323
BRCA	STYK1	Gain	7123
BRCA	PRH1	Gain	15950
BRCA	PRH1	Loss	6474
BRCA	AC244131.2	Gain	15950
BRCA	AC244131.2	Loss	2714
BRCA	ETV6	Gain	15950
BRCA	ETV6	Loss	6474
BRCA	BORCS5	Gain	15326
BRCA	BORCS5	Loss	6474
BRCA	GPRC5D-AS1	Gain	15841
BRCA	GPRC5D-AS1	Loss	3911
BRCA	ATF7IP	Gain	13277
BRCA	ATF7IP	Loss	6474
BRCA	AC010168.1	Gain	12793
BRCA	AC010168.1	Loss	3911
BRCA	H2AFJ	Gain	13796
BRCA	H2AFJ	Loss	3911
BRCA	RERG	Gain	10834
BRCA	RERG	Loss	3911
BRCA	EPS8	Gain	13312
BRCA	EPS8	Loss	6474
BRCA	DERA	Gain	13312
BRCA	DERA	Loss	6474
BRCA	PLEKHA5	Gain	13312
BRCA	PLEKHA5	Loss	6474
BRCA	AEBP2	Gain	13312
BRCA	AEBP2	Loss	6474
BRCA	PYROXD1	Gain	13873
BRCA	PYROXD1	Loss	6474
BRCA	RECQL	Gain	13873
BRCA	RECQL	Loss	6474
BRCA	CMAS	Gain	13000
BRCA	AC053513.1	Gain	14368
BRCA	AC053513.1	Loss	6474
BRCA	C2CD5	Gain	14368
BRCA	C2CD5	Loss	6474
BRCA	ETNK1	Gain	14368
BRCA	ETNK1	Loss	6474
BRCA	CASC1	Gain	2007
BRCA	CASC1	Loss	607
BRCA	KRAS	Gain	14368
BRCA	KRAS	Loss	6474
BRCA	BHLHE41	Gain	3594
BRCA	AC024145.1	Gain	13738
BRCA	AC024145.1	Loss	758
BRCA	ITPR2	Gain	13318
BRCA	ITPR2	Loss	6474
BRCA	AC023051.1	Gain	12825
BRCA	AC023051.1	Loss	1875
BRCA	FGFR1OP2	Gain	12306
BRCA	FGFR1OP2	Loss	5645
BRCA	TM7SF3	Gain	11731
BRCA	TM7SF3	Loss	5645
BRCA	STK38L	Gain	11731
BRCA	STK38L	Loss	6190
BRCA	ARNTL2	Gain	1596
BRCA	ARNTL2	Loss	1662
BRCA	PPFIBP1	Gain	11731
BRCA	PPFIBP1	Loss	5583
BRCA	MRPS35	Gain	11731
BRCA	MRPS35	Loss	5583
BRCA	KLHL42	Gain	11731
BRCA	KLHL42	Loss	6595
BRCA	CCDC91	Gain	11731
BRCA	CCDC91	Loss	8272
BRCA	FAR2	Gain	11731
BRCA	FAR2	Loss	8272
BRCA	ERGIC2	Gain	11731
BRCA	ERGIC2	Loss	7920
BRCA	TMTC1	Gain	11731
BRCA	TMTC1	Loss	855
BRCA	IPO8	Gain	11731
BRCA	IPO8	Loss	7920
BRCA	DDX11	Gain	11479
BRCA	DDX11	Loss	5206
BRCA	DENND5B	Gain	11148
BRCA	DENND5B	Loss	3127
BRCA	AMN1	Gain	11148
BRCA	AMN1	Loss	5357
BRCA	RESF1	Gain	11148
BRCA	RESF1	Loss	7478
BRCA	BICD1	Gain	11148
BRCA	BICD1	Loss	7478
BRCA	FGD4	Gain	11148
BRCA	FGD4	Loss	6836
BRCA	DNM1L	Gain	10583
BRCA	DNM1L	Loss	6836
BRCA	KIF21A	Gain	7391
BRCA	KIF21A	Loss	5981
BRCA	SLC2A13	Gain	7391
BRCA	SLC2A13	Loss	5981
BRCA	LRRK2	Gain	122
BRCA	LRRK2	Loss	5981
BRCA	GXYLT1	Gain	5986
BRCA	GXYLT1	Loss	5981
BRCA	YAF2	Gain	3495
BRCA	YAF2	Loss	5530
BRCA	PPHLN1	Gain	3435
BRCA	PPHLN1	Loss	5530
BRCA	PUS7L	Gain	784
BRCA	PUS7L	Loss	5530
BRCA	IRAK4	Gain	171
BRCA	IRAK4	Loss	5015
BRCA	TMEM117	Gain	3435
BRCA	TMEM117	Loss	5015
BRCA	NELL2	Gain	171
BRCA	NELL2	Loss	5015
BRCA	ANO6	Gain	784
BRCA	ANO6	Loss	5015
BRCA	AC008124.1	Loss	4351
BRCA	ARID2	Gain	784
BRCA	ARID2	Loss	5015
BRCA	SCAF11	Gain	1586
BRCA	SCAF11	Loss	5015
BRCA	SLC38A1	Gain	1586
BRCA	SLC38A1	Loss	5015
BRCA	SLC38A2	Gain	3124
BRCA	SLC38A2	Loss	5015
BRCA	AC008014.1	Gain	4234
BRCA	AC008014.1	Loss	5015
BRCA	RPAP3	Gain	4685
BRCA	RPAP3	Loss	5015
BRCA	HDAC7	Gain	4685
BRCA	HDAC7	Loss	5015
BRCA	SENP1	Gain	5347
BRCA	SENP1	Loss	5015
BRCA	CCNT1	Gain	5347
BRCA	CCNT1	Loss	5015
BRCA	KMT2D	Gain	5347
BRCA	KMT2D	Loss	5015
BRCA	SPATS2	Gain	6130
BRCA	SPATS2	Loss	4470
BRCA	PRPF40B	Gain	6021
BRCA	PRPF40B	Loss	4470
BRCA	TMBIM6	Gain	6130
BRCA	TMBIM6	Loss	4470
BRCA	AC074032.1	Gain	6838
BRCA	AC074032.1	Loss	3806
BRCA	CERS5	Gain	7258
BRCA	CERS5	Loss	3458
BRCA	LIMA1	Gain	7258
BRCA	LIMA1	Loss	3458
BRCA	LARP4	Gain	7258
BRCA	LARP4	Loss	3458
BRCA	DIP2B	Gain	7258
BRCA	DIP2B	Loss	3458
BRCA	ATF1	Gain	7258
BRCA	ATF1	Loss	3458
BRCA	SLC11A2	Gain	7258
BRCA	SLC11A2	Loss	3458
BRCA	LETMD1	Gain	7258
BRCA	LETMD1	Loss	2794
BRCA	TFCP2	Gain	7258
BRCA	TFCP2	Loss	5317
BRCA	ACVR1B	Gain	7149
BRCA	ACVR1B	Loss	2794
BRCA	KRT8	Gain	7087
BRCA	KRT8	Loss	4653
BRCA	KRT18	Gain	7087
BRCA	EIF4B	Gain	7258
BRCA	EIF4B	Loss	5317
BRCA	AC068888.1	Gain	7149
BRCA	AC068888.1	Loss	2794
BRCA	CSAD	Gain	7258
BRCA	CSAD	Loss	5317
BRCA	PFDN5	Gain	7149
BRCA	PFDN5	Loss	5317
BRCA	SP1	Gain	7258
BRCA	SP1	Loss	3432
BRCA	PCBP2	Gain	7258
BRCA	PCBP2	Loss	6520
BRCA	ATF7	Gain	7258
BRCA	ATF7	Loss	6520
BRCA	AC023509.6	Gain	7149
BRCA	AC023509.6	Loss	8507
BRCA	ATP5MC2	Gain	7149
BRCA	ATP5MC2	Loss	9171
BRCA	CALCOCO1	Gain	6807
BRCA	CALCOCO1	Loss	3997
BRCA	CBX5	Gain	6618
BRCA	CBX5	Loss	9171
BRCA	HNRNPA1	Gain	5437
BRCA	HNRNPA1	Loss	9171
BRCA	CD63	Gain	3853
BRCA	CD63	Loss	9171
BRCA	SARNP	Gain	3853
BRCA	SARNP	Loss	9171
BRCA	RPS26	Gain	3744
BRCA	RPS26	Loss	9564
BRCA	ERBB3	Gain	3051
BRCA	ERBB3	Loss	9564
BRCA	RPL41	Gain	1941
BRCA	RPL41	Loss	12055
BRCA	MYL6	Gain	2691
BRCA	MYL6	Loss	12685
BRCA	SMARCC2	Gain	2208
BRCA	SMARCC2	Loss	5020
BRCA	CS	Gain	2317
BRCA	CS	Loss	5684
BRCA	CNPY2	Gain	1595
BRCA	CNPY2	Loss	12685
BRCA	PAN2	Gain	2152
BRCA	PAN2	Loss	5020
BRCA	STAT2	Gain	2323
BRCA	STAT2	Loss	12685
BRCA	BAZ2A	Gain	3346
BRCA	BAZ2A	Loss	5684
BRCA	ATP5F1B	Gain	3175
BRCA	ATP5F1B	Loss	5684
BRCA	PTGES3	Gain	3346
BRCA	PTGES3	Loss	13023
BRCA	NACA	Gain	3902
BRCA	NACA	Loss	13023
BRCA	STAT6	Gain	5614
BRCA	STAT6	Loss	6022
BRCA	R3HDM2	Gain	5614
BRCA	R3HDM2	Loss	13023
BRCA	DCTN2	Gain	5505
BRCA	DCTN2	Loss	5684
BRCA	OS9	Gain	5614
BRCA	OS9	Loss	6664
BRCA	CTDSP2	Gain	7124
BRCA	CTDSP2	Loss	2564
BRCA	TAFA2	Gain	8147
BRCA	TAFA2	Loss	14736
BRCA	USP15	Gain	8722
BRCA	USP15	Loss	15100
BRCA	MON2	Gain	9068
BRCA	MON2	Loss	15100
BRCA	PPM1H	Gain	9257
BRCA	PPM1H	Loss	15100
BRCA	RXYLT1	Gain	9148
BRCA	RXYLT1	Loss	5358
BRCA	SRGAP1	Gain	9257
BRCA	SRGAP1	Loss	15100
BRCA	TBK1	Gain	9257
BRCA	TBK1	Loss	18500
BRCA	RASSF3	Gain	9257
BRCA	RASSF3	Loss	19302
BRCA	LEMD3	Gain	9257
BRCA	LEMD3	Loss	19676
BRCA	TMBIM4	Gain	9257
BRCA	TMBIM4	Loss	19676
BRCA	GRIP1	Gain	9257
BRCA	GRIP1	Loss	19676
BRCA	CAND1	Gain	9257
BRCA	CAND1	Loss	19676
BRCA	RAP1B	Gain	9257
BRCA	RAP1B	Loss	18038
BRCA	NUP107	Gain	9257
BRCA	NUP107	Loss	18038
BRCA	SLC35E3	Gain	9257
BRCA	SLC35E3	Loss	5390
BRCA	MDM2	Gain	9257
BRCA	MDM2	Loss	18038
BRCA	CPSF6	Gain	9257
BRCA	CPSF6	Loss	16921
BRCA	FRS2	Gain	9257
BRCA	FRS2	Loss	16921
BRCA	CCT2	Gain	9148
BRCA	CCT2	Loss	8346
BRCA	RAB3IP	Gain	9257
BRCA	RAB3IP	Loss	8385
BRCA	AC025159.1	Gain	9257
BRCA	AC025159.1	Loss	8385
BRCA	CNOT2	Gain	9257
BRCA	CNOT2	Loss	16921
BRCA	TSPAN8	Gain	6662
BRCA	TSPAN8	Loss	338
BRCA	ZFC3H1	Gain	9257
BRCA	ZFC3H1	Loss	16921
BRCA	RAB21	Gain	9257
BRCA	RAB21	Loss	16921
BRCA	TBC1D15	Gain	9257
BRCA	TBC1D15	Loss	16921
BRCA	AC073525.1	Gain	8063
BRCA	KCNC2	Gain	8063
BRCA	CAPS2	Gain	9374
BRCA	CAPS2	Loss	15251
BRCA	NAP1L1	Gain	9374
BRCA	NAP1L1	Loss	16921
BRCA	OSBPL8	Gain	9374
BRCA	OSBPL8	Loss	16921
BRCA	ZDHHC17	Gain	9374
BRCA	ZDHHC17	Loss	16921
BRCA	NAV3	Gain	9374
BRCA	NAV3	Loss	13520
BRCA	SYT1	Gain	9374
BRCA	SYT1	Loss	17377
BRCA	AC027288.3	Gain	9086
BRCA	AC027288.3	Loss	1670
BRCA	PAWR	Gain	9374
BRCA	PAWR	Loss	17416
BRCA	AC073569.2	Gain	9086
BRCA	PPP1R12A	Gain	9374
BRCA	PPP1R12A	Loss	17416
BRCA	OTOGL	Gain	5577
BRCA	PTPRQ	Gain	5577
BRCA	AC074031.1	Gain	5577
BRCA	LIN7A	Gain	5639
BRCA	LIN7A	Loss	4112
BRCA	ACSS3	Gain	6888
BRCA	ACSS3	Loss	7771
BRCA	METTL25	Gain	9374
BRCA	METTL25	Loss	17977
BRCA	TMTC2	Gain	9374
BRCA	TMTC2	Loss	17977
BRCA	CEP290	Gain	9374
BRCA	CEP290	Loss	17977
BRCA	TMTC3	Gain	9374
BRCA	TMTC3	Loss	9441
BRCA	KITLG	Gain	9374
BRCA	KITLG	Loss	5506
BRCA	POC1B	Gain	9374
BRCA	POC1B	Loss	9441
BRCA	ATP2B1	Gain	9374
BRCA	ATP2B1	Loss	17977
BRCA	EEA1	Gain	8351
BRCA	EEA1	Loss	17977
BRCA	UBE2N	Gain	8351
BRCA	UBE2N	Loss	17564
BRCA	MRPL42	Gain	8351
BRCA	MRPL42	Loss	7358
BRCA	CRADD	Gain	8351
BRCA	CRADD	Loss	16439
BRCA	CEP83	Gain	8351
BRCA	CEP83	Loss	14975
BRCA	VEZT	Gain	8351
BRCA	VEZT	Loss	13865
BRCA	METAP2	Gain	8351
BRCA	METAP2	Loss	13865
BRCA	NTN4	Gain	8351
BRCA	NTN4	Loss	9930
BRCA	CDK17	Gain	8351
BRCA	CDK17	Loss	13865
BRCA	NEDD1	Gain	7872
BRCA	NEDD1	Loss	13865
BRCA	AC007656.2	Gain	5577
BRCA	TMPO	Gain	7872
BRCA	TMPO	Loss	13865
BRCA	SLC25A3	Gain	7297
BRCA	SLC25A3	Loss	13184
BRCA	APAF1	Gain	7180
BRCA	APAF1	Loss	13223
BRCA	ANKS1B	Gain	7180
BRCA	ANKS1B	Loss	13223
BRCA	AC069437.1	Gain	5577
BRCA	UHRF1BP1L	Gain	6267
BRCA	UHRF1BP1L	Loss	13223
BRCA	SCYL2	Gain	5748
BRCA	SCYL2	Loss	13223
BRCA	UTP20	Gain	5748
BRCA	UTP20	Loss	13223
BRCA	WASHC3	Gain	5577
BRCA	WASHC3	Loss	12859
BRCA	NUP37	Gain	5577
BRCA	NUP37	Loss	4284
BRCA	HSP90B1	Gain	5577
BRCA	HSP90B1	Loss	12859
BRCA	TDG	Gain	5577
BRCA	TDG	Loss	12859
BRCA	HCFC2	Gain	5577
BRCA	HCFC2	Loss	4323
BRCA	TXNRD1	Gain	5577
BRCA	TXNRD1	Loss	12859
BRCA	CHST11	Gain	5577
BRCA	CHST11	Loss	12859
BRCA	SLC41A2	Gain	5231
BRCA	SLC41A2	Loss	12859
BRCA	WASHC4	Gain	2268
BRCA	WASHC4	Loss	12195
BRCA	APPL2	Gain	1603
BRCA	APPL2	Loss	12156
BRCA	TCP11L2	Gain	1603
BRCA	TCP11L2	Loss	3620
BRCA	POLR3B	Loss	3620
BRCA	RIC8B	Loss	12156
BRCA	SART3	Loss	3620
BRCA	SSH1	Loss	3620
BRCA	UBE3B	Loss	3620
BRCA	TCHP	Loss	3620
BRCA	GIT2	Gain	2769
BRCA	GIT2	Loss	11692
BRCA	ANKRD13A	Gain	2769
BRCA	ANKRD13A	Loss	3620
BRCA	IFT81	Gain	6051
BRCA	IFT81	Loss	11354
BRCA	ATP2A2	Gain	6051
BRCA	ATP2A2	Loss	11354
BRCA	ARPC3	Gain	6051
BRCA	ARPC3	Loss	3282
BRCA	VPS29	Gain	6051
BRCA	VPS29	Loss	10283
BRCA	TCTN1	Gain	6051
BRCA	TCTN1	Loss	2226
BRCA	PPP1CC	Gain	6051
BRCA	PPP1CC	Loss	3282
BRCA	ATXN2	Gain	6051
BRCA	ATXN2	Loss	10283
BRCA	BRAP	Gain	6051
BRCA	BRAP	Loss	3282
BRCA	ACAD10	Gain	6051
BRCA	ACAD10	Loss	3282
BRCA	ALDH2	Loss	2226
BRCA	MAPKAPK5	Gain	6051
BRCA	MAPKAPK5	Loss	10283
BRCA	TMEM116	Gain	6051
BRCA	TMEM116	Loss	9227
BRCA	ERP29	Gain	6544
BRCA	ERP29	Loss	2226
BRCA	NAA25	Gain	6544
BRCA	NAA25	Loss	10283
BRCA	HECTD4	Gain	6544
BRCA	HECTD4	Loss	7792
BRCA	RPL6	Gain	6834
BRCA	RPL6	Loss	7792
BRCA	PTPN11	Gain	7186
BRCA	PTPN11	Loss	5438
BRCA	TPCN1	Gain	7186
BRCA	TPCN1	Loss	4247
BRCA	MED13L	Gain	7186
BRCA	MED13L	Loss	4247
BRCA	FBXW8	Gain	7186
BRCA	FBXW8	Loss	3854
BRCA	FBXO21	Gain	7186
BRCA	FBXO21	Loss	3854
BRCA	PEBP1	Gain	7186
BRCA	PEBP1	Loss	1203
BRCA	TAOK3	Gain	7186
BRCA	TAOK3	Loss	1203
BRCA	SUDS3	Gain	7186
BRCA	SUDS3	Loss	1203
BRCA	BICDL1	Gain	7186
BRCA	BICDL1	Loss	1203
BRCA	RPLP0	Gain	7186
BRCA	RPLP0	Loss	1632
BRCA	PXN	Gain	7186
BRCA	COX6A1	Gain	7186
BRCA	COX6A1	Loss	994
BRCA	DYNLL1	Gain	7186
BRCA	DYNLL1	Loss	638
BRCA	RNF10	Gain	7186
BRCA	RNF10	Loss	1632
BRCA	MLEC	Gain	7186
BRCA	MLEC	Loss	638
BRCA	SPPL3	Gain	7186
BRCA	SPPL3	Loss	1632
BRCA	P2RX4	Gain	7186
BRCA	P2RX4	Loss	1632
BRCA	CAMKK2	Gain	7186
BRCA	CAMKK2	Loss	638
BRCA	ANAPC5	Gain	7186
BRCA	ANAPC5	Loss	1632
BRCA	RNF34	Gain	7186
BRCA	RNF34	Loss	638
BRCA	KDM2B	Gain	7186
BRCA	KDM2B	Loss	1632
BRCA	TMEM120B	Gain	7186
BRCA	TMEM120B	Loss	638
BRCA	LINC01089	Gain	7186
BRCA	MLXIP	Gain	6834
BRCA	MLXIP	Loss	1632
BRCA	CLIP1	Gain	6834
BRCA	CLIP1	Loss	1632
BRCA	ZCCHC8	Gain	6834
BRCA	ZCCHC8	Loss	1632
BRCA	RSRC2	Gain	6834
BRCA	RSRC2	Loss	1632
BRCA	DENR	Gain	6544
BRCA	DENR	Loss	1632
BRCA	HIP1R	Gain	6051
BRCA	HIP1R	Loss	638
BRCA	VPS37B	Gain	6051
BRCA	VPS37B	Loss	1632
BRCA	ABCB9	Gain	6051
BRCA	MPHOSPH9	Gain	6051
BRCA	MPHOSPH9	Loss	1632
BRCA	SBNO1	Gain	6051
BRCA	SBNO1	Loss	1632
BRCA	KMT5A	Gain	6051
BRCA	KMT5A	Loss	638
BRCA	EIF2B1	Gain	6051
BRCA	EIF2B1	Loss	638
BRCA	ATP6V0A2	Gain	6051
BRCA	ATP6V0A2	Loss	1632
BRCA	CCDC92	Gain	6051
BRCA	CCDC92	Loss	1632
BRCA	NCOR2	Gain	6051
BRCA	NCOR2	Loss	1632
BRCA	UBC	Gain	6051
BRCA	UBC	Loss	1632
BRCA	AACS	Gain	6051
BRCA	SFSWAP	Gain	6051
BRCA	SFSWAP	Loss	994
BRCA	ULK1	Gain	6051
BRCA	EP400	Gain	6051
BRCA	EP400	Loss	994
BRCA	FBRSL1	Gain	6051
BRCA	POLE	Gain	6051
BRCA	ANKLE2	Gain	6051
BRCA	ANKLE2	Loss	994
BRCA	GOLGA3	Gain	6051
BRCA	GOLGA3	Loss	994
BRCA	CHFR	Gain	6051
BRCA	CHFR	Loss	994
BRCA	ZNF26	Gain	6051
BRCA	ZNF26	Loss	994
BRCA	ZNF84	Gain	6051
BRCA	ZNF84	Loss	994
BRCA	ZNF140	Gain	6051
BRCA	ZNF10	Gain	6051
BRCA	ZNF10	Loss	994
BRCA	SDF4	Gain	6946
BRCA	ACAP3	Gain	6339
BRCA	CCNL2	Gain	11341
BRCA	MRPL20	Gain	7097
BRCA	SLC35E2B	Gain	11341
BRCA	CDK11A	Gain	7500
BRCA	SLC35E2A	Gain	10721
BRCA	GNB1	Gain	11744
BRCA	FAAP20	Gain	6339
BRCA	SKI	Gain	11744
BRCA	MORN1	Gain	7500
BRCA	RER1	Gain	7632
BRCA	TNFRSF14	Gain	7632
BRCA	MEGF6	Gain	6458
BRCA	CEP104	Gain	7632
BRCA	NPHP4	Gain	6490
BRCA	RPL22	Gain	7500
BRCA	CAMTA1	Gain	11744
BRCA	PER3	Gain	11744
BRCA	PARK7	Gain	7500
BRCA	RERE	Gain	11744
BRCA	ENO1	Gain	10734
BRCA	H6PD	Gain	10602
BRCA	CLSTN1	Gain	11744
BRCA	CTNNBIP1	Gain	11744
BRCA	UBE4B	Gain	11744
BRCA	KIF1B	Gain	11744
BRCA	PEX14	Gain	11744
BRCA	CASZ1	Gain	11744
BRCA	TARDBP	Gain	11744
BRCA	EXOSC10	Gain	11744
BRCA	MTOR	Gain	11744
BRCA	MTHFR	Gain	5599
BRCA	CLCN6	Gain	6622
BRCA	MFN2	Gain	6339
BRCA	VPS13D	Gain	11744
BRCA	PRDM2	Gain	11744
BRCA	KAZN	Gain	11744
BRCA	AL357873.1	Gain	5303
BRCA	KAZN-AS1	Gain	5303
BRCA	DNAJC16	Gain	11744
BRCA	DDI2	Gain	11744
BRCA	PLEKHM2	Gain	10580
BRCA	FBLIM1	Gain	7349
BRCA	SPEN	Gain	10580
BRCA	FBXO42	Gain	10580
BRCA	CROCC	Gain	9577
BRCA	SDHB	Gain	8978
BRCA	RCC2	Gain	7516
BRCA	ARHGEF10L	Gain	7516
BRCA	IGSF21	Gain	2896
BRCA	UBR4	Gain	7516
BRCA	CAPZB	Gain	7516
BRCA	MICOS10	Gain	4810
BRCA	NBL1	Gain	2626
BRCA	TMCO4	Gain	7516
BRCA	HP1BP3	Gain	7516
BRCA	EIF4G3	Gain	6981
BRCA	EIF4G3	Loss	109
BRCA	ECE1	Gain	6981
BRCA	ECE1	Loss	109
BRCA	NBPF3	Gain	5227
BRCA	USP48	Gain	5378
BRCA	USP48	Loss	109
BRCA	CDC42	Gain	4771
BRCA	CDC42	Loss	109
BRCA	ZBTB40	Gain	4771
BRCA	ZBTB40	Loss	109
BRCA	KDM1A	Gain	4771
BRCA	KDM1A	Loss	109
BRCA	LINC01355	Gain	2197
BRCA	HNRNPR	Gain	4771
BRCA	HNRNPR	Loss	109
BRCA	TCEA3	Gain	3748
BRCA	RPL11	Gain	4771
BRCA	ELOA-AS1	Gain	4771
BRCA	SRSF10	Gain	4771
BRCA	SRSF10	Loss	109
BRCA	NIPAL3	Gain	4378
BRCA	RCAN3	Gain	1804
BRCA	SRRM1	Gain	4378
BRCA	SRRM1	Loss	109
BRCA	RSRP1	Gain	4378
BRCA	RSRP1	Loss	109
BRCA	TMEM50A	Gain	3748
BRCA	MACO1	Gain	3748
BRCA	MACO1	Loss	109
BRCA	MAN1C1	Gain	2574
BRCA	MAN1C1	Loss	109
BRCA	SELENON	Gain	1023
BRCA	CNKSR1	Gain	3597
BRCA	DHDDS	Gain	1174
BRCA	HMGN2	Gain	3748
BRCA	HMGN2	Loss	109
BRCA	ARID1A	Gain	3748
BRCA	ARID1A	Loss	109
BRCA	NUDC	Gain	1174
BRCA	SLC9A1	Gain	1023
BRCA	WDTC1	Gain	3748
BRCA	WDTC1	Loss	109
BRCA	SYTL1	Gain	2574
BRCA	WASF2	Gain	3748
BRCA	WASF2	Loss	109
BRCA	STX12	Gain	3748
BRCA	STX12	Loss	109
BRCA	EYA3	Gain	3748
BRCA	EYA3	Loss	109
BRCA	ATP5IF1	Gain	1174
BRCA	PHACTR4	Gain	3748
BRCA	PHACTR4	Loss	109
BRCA	YTHDF2	Gain	3748
BRCA	YTHDF2	Loss	109
BRCA	EPB41	Gain	3748
BRCA	EPB41	Loss	109
BRCA	SRSF4	Gain	3748
BRCA	SRSF4	Loss	109
BRCA	PUM1	Gain	3748
BRCA	PUM1	Loss	109
BRCA	SNRNP40	Gain	3748
BRCA	ZCCHC17	Gain	3748
BRCA	ZCCHC17	Loss	109
BRCA	PTP4A2	Gain	4086
BRCA	PTP4A2	Loss	109
BRCA	KHDRBS1	Gain	4647
BRCA	KHDRBS1	Loss	109
BRCA	KPNA6	Gain	5142
BRCA	KPNA6	Loss	109
BRCA	BSDC1	Gain	6306
BRCA	BSDC1	Loss	109
BRCA	ZBTB8OS	Gain	6306
BRCA	ZBTB8OS	Loss	109
BRCA	RBBP4	Gain	6306
BRCA	RBBP4	Loss	109
BRCA	SYNC	Gain	2417
BRCA	KIAA1522	Gain	6441
BRCA	YARS	Gain	6441
BRCA	YARS	Loss	109
BRCA	S100PBP	Gain	6441
BRCA	S100PBP	Loss	109
BRCA	AK2	Gain	6815
BRCA	PHC2	Gain	6815
BRCA	PHC2	Loss	109
BRCA	ZMYM6	Gain	6815
BRCA	ZMYM6	Loss	109
BRCA	ZMYM1	Gain	7266
BRCA	ZMYM1	Loss	109
BRCA	SFPQ	Gain	7266
BRCA	SFPQ	Loss	109
BRCA	ZMYM4	Gain	7266
BRCA	ZMYM4	Loss	109
BRCA	KIAA0319L	Gain	7266
BRCA	KIAA0319L	Loss	109
BRCA	PSMB2	Gain	7266
BRCA	AGO4	Gain	6243
BRCA	AGO4	Loss	109
BRCA	AGO1	Gain	1529
BRCA	AGO3	Gain	6856
BRCA	AGO3	Loss	109
BRCA	THRAP3	Gain	6856
BRCA	THRAP3	Loss	109
BRCA	LINC01137	Gain	5176
BRCA	MEAF6	Gain	7230
BRCA	MEAF6	Loss	109
BRCA	INPP5B	Gain	7594
BRCA	INPP5B	Loss	109
BRCA	MACF1	Gain	8881
BRCA	MACF1	Loss	109
BRCA	TRIT1	Gain	8881
BRCA	TRIT1	Loss	109
BRCA	CAP1	Gain	8881
BRCA	CAP1	Loss	109
BRCA	RLF	Gain	8932
BRCA	SMAP2	Gain	9926
BRCA	NFYC	Gain	9926
BRCA	SCMH1	Gain	10949
BRCA	HIVEP3	Gain	10949
BRCA	FOXJ3	Gain	11009
BRCA	CCDC30	Gain	10645
BRCA	YBX1	Gain	5833
BRCA	EBNA1BP2	Gain	1023
BRCA	SZT2	Gain	10937
BRCA	PTPRF	Gain	11413
BRCA	KDM4A	Gain	11413
BRCA	KDM4A-AS1	Gain	6527
BRCA	ST3GAL3	Gain	12932
BRCA	ATP6V0B	Gain	8574
BRCA	CCDC24	Gain	1369
BRCA	ERI3	Gain	14247
BRCA	RPS8	Gain	14554
BRCA	EIF2B3	Gain	14124
BRCA	ZSWIM5	Gain	13118
BRCA	NASP	Gain	15039
BRCA	GPBP1L1	Gain	15677
BRCA	IPP	Gain	9983
BRCA	MAST2	Gain	15677
BRCA	PIK3R3	Gain	15677
BRCA	TSPAN1	Gain	1558
BRCA	POMGNT1	Gain	3595
BRCA	UQCRH	Gain	10384
BRCA	FAAH	Gain	1558
BRCA	MKNK1	Gain	15116
BRCA	ATPAF1	Gain	8153
BRCA	EFCAB14	Gain	16710
BRCA	CMPK1	Gain	16710
BRCA	SPATA6	Gain	16710
BRCA	AGBL4	Gain	16710
BRCA	FAF1	Gain	16710
BRCA	RNF11	Gain	14923
BRCA	EPS15	Gain	16710
BRCA	AC104170.1	Gain	2963
BRCA	OSBPL9	Gain	16710
BRCA	NRDC	Gain	17056
BRCA	BTF3L4	Gain	17056
BRCA	ZFYVE9	Gain	17056
BRCA	TUT4	Gain	16443
BRCA	ZYG11B	Gain	19905
BRCA	ECHDC2	Gain	23221
BRCA	SCP2	Gain	18711
BRCA	YIPF1	Gain	14031
BRCA	HSPB11	Gain	14148
BRCA	TMEM59	Gain	25712
BRCA	SSBP3	Gain	25712
BRCA	USP24	Gain	25261
BRCA	PLPP3	Gain	24482
BRCA	PRKAA2	Gain	14232
BRCA	FYB2	Gain	8383
BRCA	DAB1	Gain	23115
BRCA	TACSTD2	Gain	11406
BRCA	MYSM1	Gain	22313
BRCA	JUN	Gain	22313
BRCA	LINC01135	Gain	5766
BRCA	FGGY	Gain	20155
BRCA	HOOK1	Gain	19887
BRCA	TM2D1	Gain	19347
BRCA	PATJ	Gain	18963
BRCA	DOCK7	Gain	18963
BRCA	DOCK7	Loss	855
BRCA	ATG4C	Gain	18963
BRCA	ATG4C	Loss	855
BRCA	ITGB3BP	Gain	18047
BRCA	ITGB3BP	Loss	855
BRCA	EFCAB7	Gain	16843
BRCA	EFCAB7	Loss	855
BRCA	CACHD1	Gain	15675
BRCA	CACHD1	Loss	855
BRCA	RAVER2	Gain	15839
BRCA	RAVER2	Loss	855
BRCA	JAK1	Gain	16317
BRCA	JAK1	Loss	855
BRCA	DNAJC6	Gain	14816
BRCA	PDE4B	Gain	16205
BRCA	PDE4B	Loss	855
BRCA	WDR78	Gain	15447
BRCA	WDR78	Loss	855
BRCA	MIER1	Gain	16089
BRCA	MIER1	Loss	855
BRCA	SERBP1	Gain	15899
BRCA	SERBP1	Loss	855
BRCA	GNG12	Gain	15899
BRCA	GNG12	Loss	855
BRCA	GNG12-AS1	Gain	15257
